tconst,directors,writers
tt4000956,"nm1444412,nm1564890","nm0453115,nm1510062,nm1556962"
tt4003070,nm1441566,nm6211716
tt4008566,nm1882666,"nm0311132,nm2122807,nm1882666,nm0132793"
tt4008652,nm5853230,nm5853230
tt4008758,"nm4816401,nm4263190","nm1743348,nm4816401,nm4263190,nm0378681,nm3614609"
tt4009460,nm0229544,"nm0229544,nm6805281"
tt4010862,"nm1145617,nm1151972","nm1797652,nm6773129"
tt4012424,nm0578080,"nm0578080,nm0805073,nm2834487"
tt4016226,nm3201804,\N
tt4016934,nm0661791,"nm1258797,nm1941029,nm0661791"
tt4016994,nm0321363,"nm0321363,nm7039922"
tt4024210,nm1381615,"nm5697702,nm3989251,nm3765994,nm12731006,nm1381615"
tt4024814,nm2264935,"nm3198612,nm4344658,nm2264935,nm5111029,nm5409140"
tt4025514,nm1356588,"nm1145142,nm3560629,nm0677758,nm0750048"
tt4026034,nm3513495,"nm1872054,nm3513495"
tt4028134,nm5426690,nm5427808
tt4031126,nm0484314,"nm0484314,nm1604378"
tt4041476,nm4258146,"nm5063099,nm0498566"
tt4047104,nm6780137,"nm5237694,nm16793218"
tt4047846,nm0873260,"nm0504895,nm0873260"
tt4054004,nm1384853,nm1384853
tt4054654,nm0001707,"nm0120483,nm2381474"
tt4054952,nm2951802,"nm2195555,nm5925700"
tt4058426,nm0879889,nm0879889
tt4060544,nm0950620,nm8276452
tt4060866,nm1033667,nm1033667
tt4061620,nm3818919,"nm3818919,nm4350114,nm0275322"
tt4061640,nm4891189,nm6928251
tt4062524,nm2201450,nm1802425
tt4063178,nm1156199,\N
tt4065340,nm1015789,"nm1015789,nm3563965,nm10263683,nm3957323,nm6819667"
tt4065414,nm4931608,nm4931608
tt4065552,nm0521803,"nm0513028,nm0521803,nm1497250"
tt4067106,"nm3468427,nm2436790",nm3468427
tt4073304,nm1241580,"nm1241580,nm6804250"
tt4073790,nm0950775,"nm1209925,nm4428412"
tt4074928,nm0317834,nm0317834
tt4075322,nm0264925,"nm6667558,nm0264925,nm0201304"
tt4076058,nm2546059,"nm2935195,nm2546059"
tt4076756,nm0432616,"nm2420356,nm0432616"
tt4076760,nm2940732,"nm0209856,nm2940732"
tt4078856,nm6810894,"nm6895437,nm6895438,nm6810894"
tt4080598,nm3118757,nm2136604
tt4080728,nm0391502,"nm0391502,nm7554519"
tt4083572,nm2721926,"nm2361509,nm2721926,nm0821466,nm2371148"
tt4084744,nm0596364,"nm6815606,nm6815608,nm4859184,nm0596364,nm6218684"
tt4085696,"nm0197636,nm3614151",nm0355822
tt4085944,nm0000365,"nm0000365,nm3032208"
tt4086018,nm1093728,nm1093728
tt4088328,nm3769076,nm3769076
tt4102722,nm1243970,"nm1290135,nm1370480,nm1912178"
tt4105584,nm2280443,"nm2280443,nm8511628,nm4753711,nm0221133,nm1345076,nm2260826,nm5980099,nm8835226,nm9251104"
tt4110388,nm1027519,"nm6835057,nm1141070,nm1749125"
tt4110972,nm1953961,nm6835351
tt4112334,nm3139460,"nm3139460,nm3141804"
tt4116284,nm0003021,"nm0334381,nm0571344,nm1273099,nm2972864,nm4465847,nm0004170,nm0277730,nm0796950,nm0795975,nm0551376,nm4243936"
tt4123650,nm3774970,nm3774970
tt4125300,nm0412517,nm0412517
tt4126304,nm1292648,\N
tt4126394,nm4806266,nm4806266
tt4126568,nm4726966,"nm4726966,nm7072248"
tt4126694,nm6850073,nm6850073
tt4129870,nm2559080,nm2559080
tt4136456,nm0821406,"nm3137673,nm0821406"
tt4143508,nm0052737,\N
tt4144190,nm0001754,nm0001754
tt4144350,nm5141259,nm5141259
tt4144504,nm1935753,nm1935753
tt4145178,nm2257147,"nm2257147,nm0262167"
tt4145304,nm1829290,"nm4542300,nm1829290"
tt4146622,nm0093051,"nm0093051,nm0281956"
tt4148400,nm1754460,"nm5923171,nm6869215"
tt4149732,nm0629152,"nm2285189,nm0629152"
tt4153828,"nm1819612,nm0351921","nm0006379,nm1819612,nm2725909,nm0351921"
tt4154796,"nm0751577,nm0751648","nm1321655,nm1321656,nm0498278,nm0456158,nm0800209,nm1921680,nm3053444,nm2757098,nm0317493,nm4160687,nm1293367,nm1411347"
tt4156700,nm3207292,"nm4622414,nm3207292"
tt4158594,nm4285728,"nm9011507,nm4285728"
tt4159182,nm2677924,"nm0545382,nm0323885,nm0418469"
tt4160708,nm1793079,"nm1793079,nm2140186"
tt4163224,nm1304669,nm0107341
tt4164468,nm0917669,nm0917669
tt4169250,nm3109770,"nm3109770,nm4614038,nm16837004,nm2590575,nm3118214,nm4274191"
tt4170436,nm3184677,nm3184677
tt4172146,nm1107652,nm1107652
tt4176556,nm0308039,"nm0308039,nm0393394"
tt4180576,nm1407803,"nm1407803,nm3418756,nm0039576"
tt4181052,nm0315041,"nm0315041,nm0479507,nm0584770"
tt4184878,nm0935664,"nm2342762,nm0549354,nm3597252,nm0655699"
tt4185572,nm0225269,"nm0225269,nm0463039"
tt4186118,nm2039170,"nm11249787,nm4544331"
tt4188202,nm1332844,"nm1332844,nm4095131,nm0147022"
tt4188436,nm2385602,nm2385602
tt4189494,nm0456509,nm0456509
tt4190530,nm1193346,"nm1193346,nm0294522"
tt4191054,nm0003977,"nm1183854,nm0575293,nm0003977,nm0000184"
tt4192656,nm6906633,nm6906633
tt4192740,nm1778124,"nm1778124,nm1249031"
tt4193072,nm0317328,nm1083355
tt4195278,nm4342198,nm4342198
tt4195368,nm2391552,"nm0368048,nm6835058"
tt4201004,"nm0777788,nm0478194","nm7041108,nm0165326,nm0777788,nm5427532"
tt4207112,nm5417181,nm5417181
tt4209174,nm6921776,nm6921776
tt4209788,nm0815070,"nm0815070,nm6591098"
tt4217392,nm0867262,nm0867262
tt4224478,nm4700030,nm4700030
tt4229236,nm0605137,nm0605137
tt4229938,"nm0017623,nm3259387,nm0316034,nm0320495","nm0017623,nm0320495,nm0316034,nm0054649,nm3259387,nm0686742"
tt4230700,nm0551358,"nm0551358,nm1217916"
tt4241904,nm0371642,"nm0227489,nm6850234,nm0371642"
tt4246894,nm1856835,nm1856835
tt4247144,nm0969403,"nm4534757,nm7187093,nm1488269,nm4100983"
tt4253744,nm2320363,"nm2320363,nm4195211"
tt4255110,nm1141362,nm6091305
tt4255196,nm2999612,nm3748060
tt4255626,"nm4355349,nm2015017","nm4355349,nm2015017"
tt4258292,nm1069826,"nm3586222,nm1069826,nm1356270,nm5509805"
tt4264426,nm2029106,"nm2029106,nm3884562"
tt4265508,"nm0011639,nm0843467","nm0011639,nm0843467"
tt4269118,nm0001177,nm0001177
tt4269310,nm1468541,nm0080729
tt4276820,nm0359387,nm1557909
tt4279116,nm1583696,"nm1583696,nm1757253"
tt4281724,nm2093171,nm2093171
tt4283358,"nm0674742,nm2070342,nm0167384","nm0167384,nm1144320,nm0674742"
tt4284010,nm0305017,\N
tt4286666,nm0456239,"nm2683818,nm0456239"
tt4290746,nm4199426,"nm4199426,nm9543928"
tt4293752,nm2088079,nm2088079
tt4295992,nm2364318,"nm2364318,nm1699819,nm1761101"
tt4297380,nm0456031,nm5988492
tt4298958,nm0442905,"nm4464972,nm0442905"
tt4299300,nm0745131,"nm2047699,nm0858399,nm3648876"
tt4302740,nm2365786,"nm3086612,nm4140344,nm6047221"
tt4303202,nm1156199,"nm0230058,nm0748861"
tt4306300,nm7012390,nm7012390
tt4307692,nm2873754,nm2873754
tt4307880,nm1011775,"nm3917324,nm3029810,nm0393289,nm2405043,nm2562763"
tt4310772,nm0939147,nm0939147
tt4314716,nm1474879,nm1704969
tt4316236,nm0625747,nm0625747
tt4323370,nm2288785,nm2288785
tt4323504,nm0348495,"nm2787262,nm0080327,nm0348495,nm0659238,nm8661566"
tt4323594,nm3305020,nm3305020
tt4327752,nm0619599,"nm0004214,nm2991349"
tt4328094,nm3066548,nm3066548
tt4328756,nm1908800,"nm3374598,nm1425586,nm1908800,nm5867960"
tt4328934,nm3591496,nm3591496
tt4329242,nm0011949,"nm0011950,nm6590707"
tt4331970,nm0029242,"nm1780037,nm0029242,nm9284520"
tt4334636,nm3718302,\N
tt4334642,nm1906725,"nm4913753,nm5604345"
tt4335650,nm4806266,nm4806266
tt4337690,nm0689187,"nm0689187,nm2926858,nm7714780"
tt4338154,nm2291548,"nm4441815,nm2291548"
tt4341582,nm0619762,"nm0923980,nm1885371"
tt4353250,nm7050300,"nm8629338,nm7050300,nm3635307,nm10750627,nm10971430,nm8718512"
tt4353996,nm0691547,"nm0414678,nm0995943,nm4153140"
tt4357368,nm0996471,"nm0996471,nm0711512"
tt4357394,nm1730090,nm7054168
tt4365412,"nm5832876,nm1069543","nm1229568,nm5832876,nm1069543,nm1229296"
tt4365506,"nm3532874,nm1999473",nm3532874
tt4365566,nm0706615,"nm7060066,nm3045331,nm0706615,nm1455612"
tt4374460,nm1257492,"nm1257492,nm2523647"
tt4375438,nm1883257,"nm1883257,nm5979724,nm7076461"
tt4377952,nm4211435,"nm1460195,nm1864206,nm5466810,nm4211435,nm0998379,nm7718357"
tt4381236,nm1671995,"nm1361864,nm1671995"
tt4382824,nm0153078,"nm4396670,nm2744027"
tt4382872,nm1921345,"nm7073779,nm2809844"
tt4387040,nm1329166,"nm1329166,nm9822757,nm1937760,nm1330994,nm7758927"
tt4392454,nm7082397,nm7082397
tt4393278,nm3550361,"nm3324444,nm3538768,nm3550361"
tt4393514,nm0193231,nm0193231
tt4399952,nm1746948,nm7087323
tt4404474,nm5673990,"nm5756431,nm5673990"
tt4414438,nm1732883,"nm1583966,nm1732883"
tt4415326,"nm5650556,nm10833353","nm1474787,nm5650556"
tt4419196,nm0879783,"nm0441301,nm7099036"
tt4420704,nm2167704,\N
tt4426464,nm0005616,"nm1779809,nm2117510,nm2474213,nm1061376,nm0005616"
tt4427060,"nm3665687,nm2606829","nm3665687,nm2606829"
tt4427800,nm0942875,nm2363869
tt4428762,nm4135794,"nm4135794,nm7108249,nm4623815"
tt4429194,nm0178880,nm0178880
tt4430136,nm3060331,"nm3060331,nm5303169,nm4812773"
tt4431208,nm1622441,"nm2724127,nm1622441"
tt4432480,nm4093647,"nm4093647,nm5253704"
tt4433646,nm0586281,"nm0620040,nm7112551,nm7112552"
tt4434004,nm1322477,"nm2907705,nm1322477"
tt4435082,nm1156199,"nm0601041,nm0748861"
tt4437216,nm0624157,"nm0337773,nm1950575,nm0624157,nm4679434"
tt4441150,nm0001348,"nm0001348,nm2661978"
tt4441422,nm0556573,"nm1899220,nm0556573"
tt4442758,nm0700872,"nm14278896,nm14278897,nm14278898,nm2056772,nm0700872,nm5253704"
tt4444798,nm0608378,"nm6091305,nm4977228"
tt4446258,nm7121260,"nm7121260,nm5253704"
tt4447108,nm1726691,"nm2648812,nm1726691,nm0949558"
tt4451458,nm0423524,nm0423524
tt4457678,"nm1171578,nm2687391","nm1171578,nm2687391,nm7122406"
tt4459912,nm2681467,nm5999279
tt4462372,nm3480823,"nm3480823,nm2756964"
tt4465564,nm0001226,"nm0502727,nm1093317"
tt4466490,nm1090998,nm1090998
tt4466864,nm2615804,nm0169291
tt4467626,"nm1637876,nm1454108","nm1637876,nm1454108"
tt4476736,"nm3778652,nm0521730",nm0000636
tt4477536,nm0001226,"nm0502727,nm1093317"
tt4479380,nm0994368,"nm0539803,nm0573512"
tt4483220,nm1558526,"nm2384265,nm1792165"
tt4486986,nm0286975,"nm2434735,nm0286975"
tt4489416,nm2171473,"nm1872030,nm2171473,nm2584046"
tt4497338,nm3893748,"nm3360218,nm0734841"
tt4499228,nm0441099,"nm0441099,nm0658140,nm0519124"
tt4504044,nm1130275,nm1161528
tt4505260,nm1699659,"nm9878829,nm1616534,nm1760990,nm2103891"
tt4510398,nm1914394,nm3741595
tt4513074,nm2147099,nm2147099
tt4516040,nm0033422,"nm0033422,nm3188528,nm0259575"
tt4516352,nm4097598,"nm4097598,nm0911933"
tt4518234,nm2583919,"nm2583919,nm7651718"
tt4518260,nm2500541,"nm2500541,nm3717748,nm1645352"
tt4519400,nm0994275,"nm0994275,nm3714249"
tt4519742,nm1311238,nm1628284
tt4523112,nm1485677,nm7189643
tt4524418,nm1324774,"nm1324774,nm6435165"
tt4532038,nm0384722,"nm0040022,nm0256079,nm0809759"
tt4536768,nm2325065,"nm2325065,nm2380520"
tt4537986,nm0000247,"nm1444454,nm0000247"
tt4550098,nm1053530,"nm1053530,nm7216022"
tt4555426,nm0942504,nm0565026
tt4557956,nm0855188,nm0145891
tt4558376,"nm0269542,nm0711110","nm1104036,nm0269542,nm0711110,nm1128037"
tt4559006,nm0424103,"nm0424103,nm1145539"
tt4566574,nm0712782,nm0220656
tt4566758,nm0138927,"nm0415425,nm0798646,nm4168262,nm7230194,nm1511627"
tt4567486,nm3976308,nm3976308
tt4568370,nm2171755,nm2171755
tt4573516,nm2300570,"nm2300570,nm2242713"
tt4575576,nm0286975,"nm0590316,nm0791615,nm3504405,nm0565336,nm2284377,nm0111769,nm0425756"
tt4577344,nm0619295,nm0588577
tt4587366,nm2071556,"nm2546393,nm2535285"
tt4591732,nm5662493,nm5662493
tt4593108,nm0558094,nm0558094
tt4594836,nm0621993,"nm1460101,nm1676231"
tt4595882,nm1716636,"nm0392237,nm1036221"
tt4596814,nm1894520,"nm9967768,nm1894520"
tt4603150,nm3570526,"nm5222703,nm2920896,nm3737068,nm3570526"
tt4608574,nm1953143,"nm5144187,nm5315104,nm1953143"
tt4610748,nm1580400,"nm1016720,nm1580400"
tt4613254,nm2003134,nm2003134
tt4616250,nm3736022,"nm6784572,nm3202669,nm3508368,nm3736022"
tt4621256,"nm0122195,nm6116479","nm0122195,nm6116479"
tt4621872,nm0899501,"nm0899501,nm0002180"
tt4623856,nm0294505,nm0294505
tt4624258,nm1979801,"nm1979801,nm5883050"
tt4624768,nm1785613,\N
tt4632316,nm1943168,nm1943168
tt4633662,nm0608936,"nm3564824,nm1037460"
tt4638148,nm5625526,nm5625526
tt4642192,nm1455707,"nm1455707,nm1839665,nm1749248"
tt4643580,"nm2319883,nm1349604,nm5228798","nm2319883,nm1349604,nm0942501,nm1055128,nm2296859,nm2949944,nm5228798,nm5654268"
tt4647900,"nm2564978,nm2543162",\N
tt4651666,nm0809899,nm0809899
tt4659056,nm0630861,nm0841003
tt4660980,nm0373673,"nm3099754,nm3917450,nm2014806"
tt4661798,nm1337885,nm1337885
tt4662420,nm1026883,nm1868849
tt4667084,nm0714940,nm0714940
tt4669954,nm0904192,"nm9166042,nm2559529,nm0896858,nm0904192"
tt4679210,nm4733887,nm4733887
tt4680980,nm1424878,"nm4712351,nm1424878"
tt4682266,nm1837748,"nm1837748,nm1029878"
tt4685428,nm1359410,nm1359410
tt4685806,nm1950060,"nm1950060,nm1955863"
tt4686108,nm0753526,nm1777773
tt4686862,nm3282636,nm6559399
tt4687358,nm3240303,"nm3240303,nm0769181"
tt4692368,nm7397878,nm3221574
tt4696502,nm1942158,nm6583602
tt4698684,nm0169806,"nm0169806,nm0190085,nm1081550"
tt4705740,nm3515157,nm3515157
tt4711924,nm1989547,"nm2971852,nm5102494,nm1989547,nm1634767,nm2827922"
tt4714568,nm1244603,"nm1244603,nm6224331,nm2901230"
tt4717194,nm7355036,"nm7355036,nm16773361"
tt4725842,nm1618621,"nm1602776,nm1618621"
tt4727512,nm2270180,nm2270180
tt4728582,nm0075087,"nm4919159,nm3839052,nm0075087"
tt4729430,"nm0655053,nm3582089","nm0655053,nm2700235,nm2082813"
tt4729560,"nm0165290,nm0478172","nm0165290,nm2473448,nm0814008,nm0933733"
tt4729990,nm0509828,nm0509828
tt4730638,nm5096896,nm5096896
tt4730706,nm1093324,"nm2970236,nm1093324"
tt4730986,nm3997700,"nm3997700,nm4694441,nm4965683"
tt4733536,nm0522393,nm0522393
tt4736550,"nm5255757,nm0636675","nm1310430,nm2851010,nm5255757,nm13183582"
tt4738776,nm0001287,nm0001287
tt4741412,nm7373491,nm7373491
tt4741708,nm0513371,"nm2411864,nm0141843,nm1226722,nm0496307,nm0513371,nm0600360,nm2626686"
tt4742556,nm1651446,"nm3401440,nm3037403"
tt4743226,nm5684993,nm6786905
tt4744086,nm2669564,"nm2669564,nm2858322"
tt4765240,nm5033906,"nm5033906,nm5840233"
tt4765284,nm2586324,"nm0134224,nm0925234,nm3015467"
tt4766604,nm3866538,"nm1688760,nm2222768,nm3866538"
tt4768656,nm2846368,"nm2846368,nm11894793,nm11894794,nm2656824,nm0522454"
tt4769824,nm0441090,"nm0441090,nm2606434"
tt4769836,nm0109359,"nm0055937,nm2475608"
tt4771932,nm3123366,"nm3123366,nm1908787"
tt4779326,nm0654648,nm4928977
tt4786132,nm3495453,"nm3495453,nm4022537"
tt4791276,nm5403004,"nm5403004,nm0755274"
tt4796254,nm7410109,"nm7410109,nm3467335"
tt4797160,nm1950018,"nm2081228,nm0934698"
tt4797436,nm0215281,nm0215281
tt4806012,nm1107016,"nm1310000,nm2926123"
tt4807950,nm4743469,nm3501514
tt4814290,nm4138262,"nm5721489,nm1847867,nm1330994,nm1937760"
tt4817256,nm1411830,"nm1411830,nm2197127,nm7422351"
tt4819498,nm1283651,"nm1283651,nm8701055"
tt4819576,nm5794009,nm5794009
tt4824308,nm1880561,"nm0465484,nm0813301"
tt4827558,nm0219136,"nm0219136,nm0267288,nm3563262,nm0514817,nm7429362"
tt4830786,nm3409787,nm3409787
tt4831682,nm1070665,"nm1070665,nm0793565"
tt4833824,nm1962192,nm1962192
tt4836110,nm3406099,nm3556602
tt4843012,nm1240647,"nm5733685,nm1240647"
tt4846340,nm0577647,"nm2284377,nm0577647,nm7446421"
tt4847546,nm3231736,"nm7391999,nm3231736"
tt4849176,nm3686065,nm0886898
tt4862506,nm1468487,nm3981016
tt4864584,nm1270422,nm1270422
tt4864624,nm1785988,nm1785988
tt4866448,nm1626539,nm1626539
tt4867110,nm5274019,nm5274019
tt4871980,nm0937306,"nm1393214,nm0362544,nm3276776"
tt4875960,nm1247364,"nm6307429,nm1247364,nm3949961"
tt4876952,nm0258431,"nm0180596,nm0258431"
tt4877122,nm1902232,"nm1902232,nm0796928,nm0925234,nm0388971"
tt4881430,nm7274555,"nm7274555,nm7274556"
tt4881578,nm0935664,\N
tt4882376,nm0001401,"nm5388389,nm0001401"
tt4888834,nm7479043,nm7479043
tt4888982,"nm1765583,nm1618296","nm1765583,nm1618296"
tt4890452,nm7479472,"nm7479477,nm7479472,nm7479476"
tt4897358,nm0108122,"nm0108122,nm7351318"
tt4897822,nm0601619,nm0601619
tt4898564,nm7101998,nm7101998
tt4899370,nm1363250,"nm0336861,nm1754239,nm0522645"
tt4901304,nm2420832,"nm0089714,nm8525814,nm8525815,nm2420832"
tt4901306,nm0002645,"nm3798121,nm0182499,nm0002645,nm2601560,nm0712330"
tt4901756,nm5276483,nm5276483
tt4906984,nm3051114,"nm1802449,nm2980183"
tt4907206,nm6286319,nm6286319
tt4908644,nm1017958,nm5236230
tt4909506,nm9634132,"nm8201797,nm9634132"
tt4912910,nm0003160,"nm0312367,nm0003160"
tt4914580,nm0453518,"nm0453518,nm9348854,nm9348855"
tt4915318,nm4104149,nm4104149
tt4915672,nm0719320,"nm7311121,nm0719320,nm1829811,nm0357861"
tt4920274,nm3096205,"nm3096205,nm1966244,nm2111282,nm4729658,nm1226489,nm3830462,nm2804592,nm3702629,nm2033073,nm0697037,nm4069822"
tt4922674,nm3533685,nm7503559
tt4923846,nm1088868,"nm1894078,nm1088868"
tt4929720,nm3225709,"nm3273770,nm3225709"
tt4934950,nm1126068,"nm0080235,nm2870301"
tt4935446,nm0002173,nm0002173
tt4936176,nm0001302,"nm0001302,nm0682063"
tt4937114,nm1484928,nm1484928
tt4940336,nm1878397,nm1878397
tt4943218,nm2266823,nm1704969
tt4943992,nm2557565,nm3679226
tt4949290,nm0915394,"nm0915394,nm0064174"
tt4955566,nm1667854,nm1667854
tt4956984,nm0117556,"nm3990486,nm4679395,nm0117556,nm1334123"
tt4959548,nm0488715,"nm1735344,nm0580795"
tt4966046,nm7916459,"nm1674912,nm3770661,nm3397546"
tt4969044,nm0474233,"nm2103422,nm1007747"
tt4971408,nm0450699,nm4024930
tt4971824,nm5073582,"nm5073582,nm5474649"
tt4972582,nm0796117,nm0796117
tt4975920,nm0000352,"nm0000352,nm6150131"
tt4979082,nm0422552,nm0422552
tt4983780,nm1862815,"nm1862815,nm5965104,nm13164073,nm13543587"
tt4985848,nm1698245,"nm7557912,nm1698245"
tt4987556,nm1001345,"nm1001345,nm4338863,nm5394336,nm5253704"
tt4990516,nm4492920,nm4492920
tt4991112,nm3664884,"nm3664884,nm7624912"
tt4991652,nm1892220,"nm0999525,nm1892220"
tt4994736,nm1560896,"nm1560896,nm0349777,nm1115720,nm1727457,nm3635405,nm2140847"
tt4998772,"nm3210041,nm3255161","nm3210041,nm3255161"
tt5004766,"nm1038878,nm4180240","nm1038878,nm4180240"
tt5016442,nm7578157,nm1784785
tt5022680,"nm2156502,nm2629535,nm2795237,nm0002911,nm4539541,nm3303482,nm3304337,nm0636171,nm3952461,nm3655917,nm0746016","nm2156502,nm2629535,nm2795237,nm3965884,nm0002911,nm4539541,nm3732804,nm3303482,nm3304337,nm0636171,nm3952461,nm0698235,nm0746016,nm2559083"
tt5027774,nm1732981,nm1732981
tt5030402,nm1764800,nm0397927
tt5034474,nm0001353,"nm0001353,nm0357671"
tt5036442,nm3481335,"nm1760973,nm1727457"
tt5037840,nm0937748,"nm0937748,nm0310087"
tt5037912,"nm14019476,nm7594197",nm7594197
tt5039054,nm2449331,"nm5657210,nm2449331,nm2493024,nm1805430"
tt5041296,nm0049371,"nm7637686,nm0049371,nm3281140"
tt5044656,"nm2429517,nm2437595","nm1720703,nm1823479,nm0163967,nm6808505"
tt5046534,nm0482774,nm7601024
tt5050200,nm0299603,"nm0377485,nm1720703,nm0666806"
tt5056842,"nm2437595,nm2429517",nm2778574
tt5059406,nm0674020,nm0674020
tt5060166,nm3770947,nm3770947
tt5061162,nm0398575,nm0418588
tt5061360,nm0053613,"nm0053613,nm4568527,nm0308900"
tt5066056,nm0364578,nm0364578
tt5068650,"nm1444139,nm0345474",nm1444139
tt5069074,nm7618090,\N
tt5073620,nm0611983,nm7621163
tt5074352,nm4318159,"nm6328029,nm6328031,nm6328030,nm8661566,nm4318159"
tt5075662,nm2235400,"nm2235400,nm3618146"
tt5076792,nm3160595,nm3160595
tt5078188,nm7415410,nm4340065
tt5084198,"nm3361397,nm0793840","nm3451227,nm0793840,nm4006402,nm4967543,nm4634159"
tt5085924,nm1562688,"nm1562688,nm2325978"
tt5087548,nm6944032,nm6944032
tt5088794,nm3745731,nm3745731
tt5091612,nm0240995,"nm1171050,nm7634969,nm7634970,nm0346676,nm0240995,nm1552771"
tt5092380,nm1637832,"nm3280198,nm1729064,nm2564825,nm9572719"
tt5092484,nm2428840,"nm2429222,nm2428840"
tt5097070,nm0134682,\N
tt5098128,nm1335875,"nm1335875,nm4943022,nm7290481,nm7290473,nm8221259"
tt5098836,nm1528271,nm1528271
tt5104080,nm5102029,"nm7650229,nm3015321"
tt5105734,nm1132362,nm1132362
tt5108476,nm0159147,"nm0159147,nm2680506"
tt5115024,nm0491708,"nm2131687,nm0491708"
tt5116302,nm0179697,nm0002368
tt5116410,nm1436428,nm1095900
tt5117222,"nm3730725,nm4519461","nm3730725,nm4519461"
tt5117428,nm2197777,nm2822756
tt5121000,nm0576554,"nm0039724,nm7935074"
tt5125414,nm4890808,nm4890808
tt5128266,nm1703877,\N
tt5128328,nm4174626,nm4174626
tt5128826,nm1811127,nm1811127
tt5129682,nm0446539,"nm0446539,nm8316217,nm8634455,nm7977497"
tt5129818,nm0543882,nm0543882
tt5133308,nm0334824,nm0334824
tt5143226,nm1760759,"nm1760759,nm2478416"
tt5154466,nm0618084,"nm0618084,nm3195070,nm3195326"
tt5157030,nm0156533,"nm0156533,nm0946042"
tt5157456,nm1550132,"nm1550132,nm1195553,nm7686274,nm2049784"
tt5159414,nm1820881,"nm1820881,nm3596505"
tt5160938,nm1646022,nm0440777
tt5160954,nm4474426,"nm5411369,nm4474426"
tt5161376,nm3601272,nm3601272
tt5161502,nm1852117,"nm3320759,nm1852117"
tt5162658,nm0246503,"nm0702416,nm0246503"
tt5164184,nm1396104,"nm1396104,nm1754059"
tt5165344,nm4819186,nm8254778
tt5168192,nm0516360,nm0491956
tt5168832,nm1910738,\N
tt5173166,nm0000583,"nm2945690,nm0540598"
tt5176390,nm1731701,nm1731701
tt5178964,nm0031342,"nm0031342,nm3030564"
tt5179598,nm0185063,"nm0185063,nm0561359"
tt5187886,nm0074311,nm0074311
tt5189828,nm0313295,"nm0313295,nm1884371"
tt5200814,nm7729492,"nm9272228,nm9272227,nm7249448,nm7729492"
tt5200962,nm5650589,nm5650589
tt5206770,nm1412357,nm2978355
tt5208950,nm0517768,"nm0000241,nm0228262,nm0517768,nm0569808"
tt5212918,nm3268751,nm3268751
tt5213534,nm1475971,\N
tt5214394,nm3452383,"nm7742006,nm7742007,nm11245454,nm3452383"
tt5215486,nm0994484,nm0994484
tt5215952,nm2947553,nm2947553
tt5216534,nm1011775,"nm0393289,nm2405043"
tt5222918,nm0442454,nm0442454
tt5224356,nm7749862,nm7734563
tt5226436,nm2057035,nm8369212
tt5228304,nm4851653,nm4851653
tt5232308,"nm3797575,nm5815467",nm3797575
tt5238904,nm0613981,"nm0613981,nm2967774"
tt5246700,nm1270033,nm4943950
tt5247022,nm0000464,"nm0000464,nm0931937,nm3143010"
tt5247042,nm5835466,"nm2367661,nm2315172,nm0860170,nm5835466"
tt5249200,nm2814914,"nm7770881,nm2814914"
tt5254868,nm2038422,"nm2038422,nm3475267"
tt5255710,"nm1840921,nm1066482","nm1840921,nm1066482"
tt5258324,nm5619726,nm5619726
tt5259822,nm0021899,nm0021899
tt5259966,nm1818121,"nm2288528,nm2180936,nm2609083,nm1480916"
tt5265898,nm0138007,"nm1802040,nm0138007,nm3708056"
tt5266456,"nm5628369,nm6136445","nm6136445,nm5628369,nm6381632,nm6441592"
tt5266668,nm0348389,nm0348389
tt5267472,nm0831690,nm1643388
tt5271442,nm6151553,nm6151553
tt5271772,nm7094737,"nm7094737,nm3444662,nm1210677"
tt5275128,nm6591494,"nm6680060,nm8525444,nm7795030,nm6591494,nm7209374"
tt5275830,nm0778343,\N
tt5275844,nm0000490,\N
tt5275892,nm1554601,\N
tt5277030,nm0512180,nm7796388
tt5278460,"nm1010896,nm0791556",\N
tt5278466,nm2200708,"nm5380892,nm2947676,nm2200708"
tt5278596,"nm4361978,nm0825748","nm4361978,nm0825748,nm1492515"
tt5278930,nm0531817,\N
tt5280684,nm2148858,nm2148858
tt5286444,nm0534879,"nm6319218,nm2016161"
tt5289520,nm0135952,nm0135952
tt5290620,nm1207750,"nm1399170,nm1179457"
tt5291604,nm2375970,nm2375970
tt5294198,nm0876287,nm0876287
tt5294522,nm3098802,nm4299678
tt5294966,nm0466153,nm0466153
tt5295358,nm3828631,"nm1729308,nm5047867,nm3644778"
tt5296086,nm2955551,nm2955551
tt5309954,nm1823283,"nm1823283,nm0840626,nm1234345"
tt5311546,"nm0542498,nm9094269","nm3871075,nm0542498,nm2590575,nm4441810"
tt5320514,nm6261619,"nm7835490,nm6261619"
tt5324800,nm0040939,"nm0040939,nm2323207"
tt5332502,nm5974331,nm5974331
tt5333612,nm6567539,"nm10885444,nm6567545,nm6567539"
tt5338644,nm0102516,"nm0829044,nm0740612,nm0102516"
tt5339418,nm4441258,"nm10481130,nm3448621,nm4440645,nm4441258"
tt5342650,nm3460905,"nm3032478,nm3162908"
tt5342950,nm2448852,nm2448852
tt5344054,nm2276298,nm2276298
tt5354458,nm6167715,"nm6167715,nm6167716,nm6167717"
tt5361488,nm3930458,"nm0047921,nm3930458"
tt5362988,nm0792263,nm0792263
