tconst,directors,writers
tt5363618,nm2942187,"nm2942187,nm3473150,nm0161834"
tt5375324,nm7881475,nm7845805
tt5376232,"nm2068971,nm7222219",nm2068971
tt5390504,nm0000941,nm1676793
tt5419398,nm3604208,nm3604208
tt5420210,nm0303032,"nm0303032,nm2491789,nm0403794"
tt5420878,nm2094498,nm4425433
tt5420886,"nm0807243,nm0807312","nm0807243,nm0807312,nm6460966"
tt5427032,nm2204103,"nm2201881,nm2204103"
tt5431016,"nm0042768,nm3433368","nm8003035,nm2843149,nm0646709,nm2315320,nm0993971,nm4498435,nm0210734"
tt5431890,nm0004303,"nm0077135,nm0077052,nm0004303,nm7897854,nm9667655"
tt5433114,nm0438090,\N
tt5434972,nm0387890,\N
tt5445074,nm3718935,nm3718935
tt5446610,nm0122184,nm0122184
tt5451118,nm0918326,"nm0918326,nm6876571,nm1159827"
tt5456798,nm1439346,"nm1131306,nm1344786"
tt5457484,nm2096009,nm4201099
tt5458088,nm1056059,"nm1411869,nm1548005,nm8870020,nm5481625"
tt5458566,nm0097079,nm0097079
tt5460276,nm0348495,"nm1399691,nm1300956,nm7936378,nm8661566"
tt5460658,nm7920254,nm7920254
tt5461944,nm2285536,"nm0171722,nm2285536"
tt5463152,nm5394260,"nm5394260,nm7922332"
tt5464234,nm4914022,"nm3224747,nm0634811"
tt5465370,nm1436693,"nm1421683,nm1436693,nm6741315,nm8722073"
tt5466186,nm0655683,nm2954373
tt5468014,nm1011775,nm0393289
tt5470222,nm0915394,nm0915394
tt5471480,nm5558989,"nm4679395,nm5558989"
tt5473090,nm0254632,nm0254632
tt5476944,"nm0008352,nm4072722","nm3182289,nm1935424"
tt5477194,nm5366274,nm5366274
tt5477402,"nm1018086,nm7934788",\N
tt5478478,nm0178376,"nm0178376,nm0829329"
tt5481404,nm0931426,"nm3939975,nm0274905"
tt5481984,nm2877888,nm2877888
tt5483626,nm1069826,nm1069826
tt5488854,nm1919456,nm1919456
tt5493944,"nm4671079,nm1789635","nm4671079,nm0026153"
tt5497458,nm0745213,nm0745213
tt5503594,"nm7625668,nm7625681,nm3277900","nm7625668,nm7625681,nm3277900"
tt5503688,nm0915304,"nm1191340,nm9230450,nm3282193"
tt5504168,nm6044360,"nm3414188,nm6044360,nm2493024"
tt5505188,nm1147588,"nm1147588,nm5076843,nm7351488"
tt5510934,nm2609716,nm2609716
tt5512872,nm2093933,nm0198938
tt5518022,nm4069208,"nm7588052,nm4069208"
tt5519566,nm1427149,\N
tt5523010,"nm0002120,nm0002653","nm2060755,nm0006782,nm0677535"
tt5523174,nm3298944,"nm9281400,nm3298944"
tt5526028,nm2638876,nm8750616
tt5532370,nm2061192,"nm2061192,nm2361978"
tt5534434,nm1697112,nm1697112
tt5535942,nm7960857,"nm3635856,nm3532337"
tt5537140,nm0195264,nm0195264
tt5539054,nm2979453,nm1397787
tt5541848,"nm6057112,nm5986857","nm6057112,nm5986857"
tt5542802,nm1803649,"nm3789785,nm5969139"
tt5544384,nm2423816,"nm4986613,nm2423816"
tt5548032,nm0698184,"nm0698184,nm7998473"
tt5556054,nm0214320,"nm1405081,nm2954322,nm0652670"
tt5562070,nm2282774,"nm2282774,nm4540305"
tt5562652,nm4218006,"nm1454011,nm4218006"
tt5563324,nm1270069,nm2133655
tt5563782,nm6304969,nm2137838
tt5565670,nm3993149,"nm3993149,nm2378766"
tt5566714,nm1028575,"nm1028575,nm0270606,nm1410980,nm2534644"
tt5566778,nm8011325,nm2446740
tt5574372,nm0699372,nm0001825
tt5575408,nm1061192,"nm1061192,nm2275545"
tt5580266,nm0863387,"nm0920108,nm8021571"
tt5580392,nm1959639,nm1959639
tt5581752,nm4732870,"nm4732870,nm3532912"
tt5584796,nm3468275,"nm3468275,nm8962876"
tt5588850,nm0761955,\N
tt5591786,nm1006656,nm8031692
tt5597198,nm7397878,nm2258056
tt5598102,"nm2346254,nm0889513","nm2346254,nm0889513"
tt5598172,nm0199047,"nm1444949,nm0199047,nm1909070"
tt5598234,nm2078601,nm2078601
tt5598292,nm2209002,"nm1397455,nm2209002"
tt5600714,nm6269768,"nm6269768,nm6165016"
tt5604282,nm4353684,"nm4353684,nm4432035,nm2820085,nm10779254"
tt5606664,nm1093039,"nm1093039,nm0000175"
tt5608000,nm1621625,"nm1621625,nm3089545,nm2954303"
tt5608972,nm1195585,nm1195585
tt5611648,"nm6327305,nm10429120",nm6327305
tt5615904,nm8056192,"nm8056192,nm8056196"
tt5617310,nm4591298,"nm4591298,nm8057319"
tt5628902,"nm3609341,nm3609300","nm0785063,nm3609341,nm3609300"
tt5631456,nm1738698,"nm1738698,nm0093252"
tt5634960,nm0794971,nm0794971
tt5638474,nm1959662,"nm1856840,nm1959662,nm2390228,nm1464088"
tt5638500,nm4819186,"nm4375423,nm9483725,nm0223475,nm0080333,nm4512350"
tt5639388,nm0080333,"nm0080333,nm0223475"
tt5644050,"nm2274615,nm2944812",nm2944812
tt5646136,"nm1625338,nm6583447","nm1625338,nm6583447"
tt5648036,nm1790560,"nm0076791,nm0641496,nm0378240"
tt5651338,nm1312629,"nm1511407,nm1150377,nm0902463"
tt5657856,nm0951975,nm0951975
tt5658296,nm2206885,nm2206885
tt5662550,"nm0191242,nm0934698","nm5566894,nm0191242,nm0934698"
tt5662932,nm0440604,"nm3035236,nm0440604"
tt5668770,nm3971343,nm3971343
tt5669936,nm0096332,"nm0096332,nm5443994,nm3998765,nm5132632"
tt5674368,nm2817470,nm2817470
tt5674842,nm1818121,"nm1615028,nm0844887,nm2729273,nm1818121"
tt5679554,nm0872564,nm0872564
tt5680626,nm1044696,nm1637154
tt5685006,"nm3442182,nm1508445","nm0023929,nm0355790,nm0951975"
tt5686622,nm3391680,"nm3391680,nm7650106"
tt5687416,nm0729764,"nm0504205,nm1221686"
tt5687814,nm3504405,nm3504405
tt5688068,nm0637518,"nm8117397,nm0314665"
tt5688868,nm1414398,"nm0999415,nm1414398"
tt5689068,nm0453115,nm0453115
tt5690142,nm8119703,"nm8597757,nm8119703,nm0893128"
tt5690360,nm1234893,"nm0083547,nm6881486"
tt5691024,nm0331532,"nm1363111,nm0405190"
tt5691226,nm8120704,nm6083332
tt5691924,nm3806890,nm3806890
tt5698320,nm2272926,nm2272926
tt5700176,nm1163237,"nm1163237,nm1474875,nm0871857"
tt5700672,nm3613566,"nm6711056,nm3613566"
tt5702446,nm1880561,"nm2768979,nm1880561,nm1259897,nm1442877"
tt5704704,nm1475928,nm1475928
tt5707048,nm3221896,"nm3221896,nm1281415"
tt5707304,nm2746751,nm2746751
tt5708172,nm4894169,"nm5764298,nm1167049,nm4894169"
tt5710042,nm2133655,nm2133655
tt5716280,nm0446539,nm0446539
tt5716380,nm0743555,nm0743555
tt5716464,nm0785227,nm0629933
tt5716848,nm1977578,"nm3074244,nm1329437,nm1977578"
tt5719700,nm0583654,nm0583654
tt5723028,nm3081350,nm3081350
tt5723056,nm1703633,"nm3843888,nm1703633,nm1195574"
tt5723272,nm0015359,"nm0015359,nm0006737"
tt5723416,nm2623609,nm2623609
tt5726086,nm0733263,nm1191481
tt5727208,"nm1509478,nm1343394","nm2563482,nm1343394,nm1509478"
tt5729348,nm2008414,"nm1369364,nm1161912"
tt5735280,nm4017355,"nm4017355,nm3425513"
tt5735582,nm5679377,"nm3321182,nm4126407"
tt5736696,nm0200702,"nm0200702,nm5322646"
tt5737582,nm1905909,nm8156672
tt5740866,nm0531817,nm0531817
tt5746054,"nm0490771,nm0490773","nm0490771,nm0490773,nm0597026"
tt5747714,nm2840629,nm2840629
tt5752360,nm1579753,"nm0107366,nm1579753,nm3478361"
tt5755594,nm5070939,"nm11050199,nm5070939"
tt5755606,nm2165634,"nm2165634,nm6328030,nm7088709"
tt5767628,nm0525782,"nm2272591,nm3202669,nm8180547"
tt5768992,"nm0460146,nm0732480","nm0460146,nm0732480"
tt5770430,"nm3384529,nm4385418",nm2704065
tt5773402,nm6856823,nm6856823
tt5775220,nm1242277,"nm6435028,nm4904771,nm1811510,nm1242277,nm3002771"
tt5776858,nm0000759,nm0000759
tt5777628,nm0231596,\N
tt5779372,nm0485878,nm0013351
tt5779540,"nm0011639,nm0843467","nm0011639,nm0843467"
tt5781458,"nm1113735,nm4179560","nm1113735,nm4179560"
tt5790492,nm1724912,"nm1990571,nm2162921"
tt5791536,"nm2206574,nm0344144",nm2206574
tt5792472,nm1811747,nm1811747
tt5795086,nm1369800,nm1369800
tt5803528,nm0775097,"nm0887539,nm5666410,nm7198459,nm8442541"
tt5804314,nm0001757,"nm0420966,nm0330108"
tt5804948,nm0154385,"nm0491230,nm3560371,nm0154385"
tt5805252,nm8213254,nm8213254
tt5805752,nm5050824,"nm8213708,nm3324982"
tt5807330,nm2099491,nm2099491
tt5809020,nm0307531,"nm2484916,nm0307531"
tt5810122,nm2970236,"nm2970236,nm2164964"
tt5813366,nm1937443,"nm9276991,nm3968338,nm1937443"
tt5813916,nm3809021,nm3809021
tt5815944,nm2513693,"nm8224254,nm4975188"
tt5829040,nm2370148,nm0944856
tt5831402,nm2534923,"nm2534923,nm5134717"
tt5834800,nm2303666,nm3014532
tt5834854,nm0003922,nm1097510
tt5836866,"nm2580208,nm0017634",\N
tt5838806,nm6576552,"nm8246243,nm6576552"
tt5843670,"nm3228270,nm1793586",nm0198804
tt5843838,nm0505152,"nm1662742,nm0504802,nm0945026"
tt5843850,nm2197025,nm2197025
tt5845440,nm5449600,"nm5449600,nm1210917,nm1307771"
tt5848714,nm1914394,nm2843255
tt5849148,nm2284321,nm2284321
tt5851014,nm0425364,nm0425364
tt5851680,nm0405605,nm5376646
tt5857968,nm4359637,"nm8263638,nm4359637"
tt5859238,nm0002253,"nm1437606,nm1403599"
tt5862166,"nm0162485,nm0303032","nm0162485,nm8729010,nm0759363"
tt5866930,nm0298691,"nm2031176,nm0298691,nm4410639,nm9106895,nm0516352,nm1219582"
tt5867800,nm8273413,nm8273413
tt5869350,nm0511393,"nm0349052,nm0511393,nm0722209,nm1426377"
tt5870084,nm0070685,nm0070685
tt5881528,"nm0954655,nm0954658","nm0954655,nm0954658"
tt5883570,nm0994538,"nm8288195,nm0994538,nm7195722"
tt5884004,nm1740505,\N
tt5884784,nm1357855,nm0572352
tt5890000,nm0944937,nm0944937
tt5893332,nm0109359,"nm4674057,nm0755586,nm0001191"
tt5894778,nm0481451,nm0481451
tt5895028,nm1148550,"nm2589786,nm1148550"
tt5902484,nm0711745,nm0711745
tt5906392,nm4584004,"nm8263949,nm4544331"
tt5910350,nm3252853,"nm3252853,nm5189244"
tt5911032,nm6155278,nm6590422
tt5913184,"nm1406508,nm1116645",\N
tt5913798,nm2035118,"nm2035118,nm11015372"
tt5914350,nm2829542,"nm1501948,nm2829542"
tt5918074,nm1234298,"nm0788889,nm1234298,nm7030511"
tt5919756,nm2024774,"nm6475354,nm2024774"
tt5929654,nm0432627,nm0432627
tt5932368,nm0303032,"nm4350997,nm0303032"
tt5937296,"nm1571492,nm1414010","nm1571492,nm4880442,nm1414010"
tt5940448,nm4781704,nm4781704
tt5941692,nm0362566,nm3722546
tt5946128,nm1903006,"nm13597298,nm3613395,nm1903006"
tt5946852,nm2270180,"nm9967768,nm2270180"
tt5949038,nm7441188,nm7441188
tt5954462,nm1175459,nm1175459
tt5956100,"nm1804614,nm16033966","nm1305877,nm1804614,nm0159147"
tt5959700,nm3454743,nm3454743
tt5959952,nm1406508,\N
tt5963218,"nm8359417,nm8529623",nm5465931
tt5970844,nm1715502,nm1715502
tt5974388,nm4092213,nm4092213
tt5980638,nm4774823,nm4774823
tt5982852,nm1378015,nm1378015
tt5985052,nm2873754,nm2873754
tt5987700,"nm5415467,nm3347121","nm5415467,nm3347121"
tt5988370,nm1760911,nm8890606
tt5990066,nm3616958,nm3616958
tt5990444,nm1336172,"nm1393214,nm1479775,nm1537777,nm2434433"
tt5990474,nm3226379,nm3226379
tt5995602,nm5907071,"nm5862834,nm15062028,nm5736200"
tt5997928,nm3672712,"nm3672712,nm4478309"
tt5998104,nm4395136,nm4395136
tt6002232,nm0499488,nm0499488
tt6015706,"nm8399396,nm9199761",nm8399396
tt6016744,nm3525467,"nm3525467,nm9237202,nm0054862,nm6682793,nm1590700,nm3319085,nm3617012"
tt6038042,nm0582939,"nm2403079,nm7978939"
tt6038600,nm0470374,"nm0470374,nm0529272,nm3752361,nm1992055"
tt6042446,nm1749449,nm1749449
tt6043072,nm1788301,nm1788301
tt6046314,nm0919369,"nm0919369,nm1782101,nm0665299"
tt6047030,nm1961951,nm0421614
tt6051096,nm4312760,nm4312760
tt6053438,nm0001707,nm0001707
tt6054290,nm1229124,"nm10161830,nm5528735,nm8430396,nm5605482,nm7163521"
tt6054650,nm3220732,nm4018092
tt6063014,nm8443576,\N
tt6067750,nm5954636,"nm5954636,nm7438696,nm7271629,nm8443078,nm8443079,nm8443080,nm8535518"
tt6067752,nm1335387,nm1729382
tt6068960,nm1500530,nm1500530
tt6068978,nm0689789,nm1079752
tt6069126,nm0767289,nm0767289
tt6075718,nm3410783,"nm5418886,nm3023921"
tt6076366,nm4359637,"nm15588274,nm15588261,nm14703514,nm4359637,nm4264844,nm5509805"
tt6081632,nm0501256,"nm0369202,nm0501256"
tt6082222,nm1759824,nm2943749
tt6083230,nm0948027,"nm6226680,nm5549922"
tt6083648,nm0006853,nm0710850
tt6086080,nm0937748,"nm0005450,nm0937748"
tt6087426,nm3417134,"nm4017355,nm3417134"
tt6093618,nm2848041,"nm0330704,nm2848041"
tt6095090,nm5276483,nm5276483
tt6102104,nm1156199,"nm1156199,nm0714621,nm3885141,nm8113546"
tt6108090,nm2378914,nm2378914
tt6110504,nm2307949,nm2307949
tt6112524,"nm7890106,nm7890107","nm7890106,nm7890107"
tt6113122,nm4082120,"nm4082120,nm2951983"
tt6117702,nm1287649,nm9021775
tt6118340,"nm7629284,nm1114284","nm1114284,nm7629284,nm3260524"
tt6126294,nm8490638,"nm8490638,nm5253704"
tt6129302,nm0003939,"nm0003939,nm0440604,nm4563017"
tt6131450,nm0001994,nm3859320
tt6133130,nm1286340,nm1286340
tt6135348,nm0133028,"nm0133028,nm0542181"
tt6138228,nm0457565,"nm0457565,nm0639908"
tt6138688,"nm0483608,nm12962981,nm1618536,nm12667379",nm8750898
tt6142496,nm2903680,nm2903680
tt6143422,nm4244515,nm2587508
tt6143782,nm0119685,"nm3588335,nm0119685"
tt6144762,nm2561940,nm2561940
tt6146586,nm0821432,"nm4401003,nm8748334,nm2384772,nm0009207"
tt6149936,nm0740213,"nm7495719,nm7848405,nm0740213"
tt6155190,nm3695991,\N
tt6155194,nm4688751,nm0802995
tt6155374,nm0004152,nm0886898
tt6156350,nm0193231,nm0193231
tt6169694,nm1543747,nm6782145
tt6170506,nm2376562,nm2439334
tt6175486,nm3969329,nm3969329
tt6176928,"nm8635060,nm8536938",nm8635060
tt6182078,nm1135423,"nm2463816,nm2906400,nm2952021,nm6901643"
tt6186910,nm7342819,"nm7342819,nm1474787"
tt6197094,nm0116511,"nm0116511,nm3043425,nm0660892"
tt6197494,nm1033667,nm1033667
tt6198246,nm3531089,nm3531089
tt6198946,nm2091846,"nm2091846,nm3289681"
tt6203570,nm2636350,"nm5049657,nm2636350"
tt6206564,nm0003939,"nm8552307,nm3155648"
tt6211580,nm0702600,nm0702600
tt6212984,nm6229968,"nm5761921,nm6229968"
tt6214468,nm1245435,nm1245435
tt6214722,nm0452772,nm0452772
tt6215044,nm0513771,nm0513771
tt6218010,nm1897071,"nm1897071,nm8552961,nm1923871"
tt6222286,nm1382262,"nm1219676,nm1382262"
tt6233882,nm1907262,"nm2343459,nm9025675,nm1500874"
tt6238896,"nm0197773,nm1292131,nm0916424","nm0101639,nm0197773,nm0945802"
tt6243140,nm0041315,nm0041315
tt6251024,nm0644204,"nm2135380,nm1578482"
tt6258486,nm6489795,"nm6489795,nm8591658,nm2493024"
tt6262764,nm6026437,nm7204290
tt6264938,nm5326250,"nm8597757,nm5326250"
tt6265988,nm1293225,"nm11636651,nm5969138,nm7447165,nm7724205"
tt6266984,nm0880127,nm3552662
tt6272828,nm0063357,"nm3791797,nm2190786,nm8858219,nm3633421"
tt6273736,nm5946073,nm5946073
tt6273998,nm2320363,"nm2320363,nm4195211"
tt6275262,nm3962028,"nm7434447,nm2170955,nm4489031,nm8931339,nm3962028"
tt6284256,nm3401036,"nm6409742,nm3401036,nm3966227"
tt6284564,nm0478194,"nm1360200,nm2945690"
tt6288694,nm0282708,nm1107639
tt6289394,nm5482023,"nm5400242,nm8616360"
tt6290418,nm0044310,"nm0044310,nm0735552"
tt6293032,nm0137228,"nm0137228,nm4095599"
tt6294822,nm0000229,"nm2176283,nm1802857"
tt6294892,nm0942527,"nm1751612,nm2352915,nm0942527"
tt6295898,nm7415410,"nm4340065,nm6196507"
tt6301452,nm3159714,nm3159714
tt6315524,nm3525879,"nm3525879,nm8631318"
tt6318954,nm6136445,nm6136445
tt6328046,nm0298807,nm6026697
tt6330052,nm1435120,"nm1435120,nm0173541,nm1662707,nm5322646,nm1917169,nm0221613"
tt6332276,"nm0066985,nm1577453",\N
tt6333056,nm1292648,\N
tt6333060,nm2406731,"nm2406731,nm0598531,nm3439150,nm8672233"
tt6334884,nm1914394,nm0484079
tt6335734,nm1482702,"nm8647244,nm2147104"
tt6340296,nm0586837,"nm1055179,nm1584563,nm0181246,nm1141181,nm0586837,nm0478799"
tt6343314,nm4023702,"nm3541432,nm0000230,nm0672011,nm1854539,nm4023702"
tt6344664,nm0849465,"nm0849465,nm1287521"
tt6346162,"nm0129919,nm3614151","nm0001213,nm0879318,nm0925276"
tt6347150,nm6162590,nm6162590
tt6348454,nm4032306,nm4032306
tt6349302,nm0299603,"nm0065847,nm0508052,nm0369675"
tt6352548,nm1662277,"nm9448203,nm1885232,nm2366632"
tt6354568,nm1723456,"nm3199510,nm1723456"
tt6359956,"nm0524190,nm0601859","nm0524190,nm0601859"
tt6360332,nm3101757,nm3101757
tt6360398,nm2192962,nm2192962
tt6363436,nm2081862,"nm2081862,nm3504899"
tt6365796,nm0210941,"nm0909124,nm0003662"
tt6366854,nm7609198,"nm10316503,nm7609198"
tt6388082,nm2363449,nm5587369
tt6391282,nm1126346,"nm9985837,nm1126346"
tt6395306,nm6706863,"nm6706863,nm2689797,nm8691941"
tt6401004,nm2808944,"nm3457174,nm3431202,nm2808944"
tt6409416,nm0595936,"nm0440604,nm0595936,nm10396087"
tt6412452,"nm0001053,nm0001054","nm0001054,nm0001053,nm0518711,nm0925481"
tt6421110,nm0619836,"nm1433517,nm1582836,nm0031078"
tt6423362,nm1735543,"nm2002824,nm7567554"
tt6428676,nm0113477,"nm0032227,nm0625858,nm0330565"
tt6433456,nm0278803,"nm0007344,nm0278803"
tt6439558,nm2204103,"nm2201881,nm2204103"
tt6450662,nm2473806,"nm3953317,nm2473806"
tt6464678,nm3159880,"nm3159880,nm7512971"
tt6469548,nm2006573,"nm2631847,nm2006573"
tt6470762,nm2910657,"nm0619076,nm5901764"
tt6471264,nm1480916,nm1480916
tt6472976,nm1682573,"nm5657522,nm3037068"
tt6473066,nm1682573,"nm1289517,nm0489453,nm8360203,nm5967378"
tt6475714,nm0027271,"nm0027271,nm1724522"
tt6485666,nm5961051,"nm5961051,nm2353436,nm8024751,nm13222819"
tt6486630,nm0423167,nm0423167
tt6490930,nm2288083,"nm4447065,nm7468173"
tt6494418,nm0743676,"nm0809895,nm1336500"
tt6495094,nm3743828,"nm0017301,nm3743828,nm3138308"
tt6498644,nm0005572,"nm0918550,nm1208518"
tt6502956,nm0600409,"nm0346277,nm0600409"
tt6506264,nm2959497,"nm2959497,nm3533590,nm1010075,nm2854538"
tt6508228,nm0107774,nm0107774
tt6509862,nm0848992,nm0848992
tt6510332,"nm0094524,nm0262167",nm0262167
tt6511932,nm0005101,nm0005101
tt6512428,nm3686896,"nm3686896,nm0570941,nm0925322"
tt6515200,nm3369437,nm7379332
tt6516314,nm2073372,"nm0613487,nm2073372"
tt6520954,nm7861817,"nm0014152,nm7861817"
tt6525952,nm5987038,nm5987038
tt6525978,nm4436444,"nm4436444,nm6286947"
tt6527426,nm2399862,nm2402576
tt6537508,"nm8784283,nm9703578","nm8966747,nm7936751,nm16329763,nm3976058,nm2793535"
tt6542108,nm0282064,"nm0204017,nm1476189,nm0282064"
tt6544498,nm0024521,nm0024521
tt6545212,nm8790152,nm8790155
tt6547786,nm1396593,nm1396593
tt6548966,nm5895463,"nm2539064,nm1316290"
tt6555772,nm0258784,nm0258784
tt6557704,nm2422911,nm2422911
tt6560164,nm2300570,"nm2300570,nm2677839,nm2242713"
tt6565702,nm1334526,nm1334526
tt6571548,nm1023919,"nm1023919,nm2479059"
tt6572702,nm1637852,"nm0755872,nm2040714,nm0631086,nm1011079,nm1040781,nm2076290,nm6480413"
tt6576556,nm0470081,"nm8809277,nm0470081"
tt6580564,nm1084488,"nm5030702,nm15605976,nm15605975"
tt6588966,nm1656481,"nm7163053,nm1656481,nm3256976,nm3990128"
tt6593054,nm1160374,nm1160374
tt6598072,nm3525861,"nm7759821,nm3525861"
tt6609088,nm0190780,nm1472530
tt6610158,nm0569653,"nm4569442,nm0689501"
tt6613470,nm4149056,"nm6770467,nm4149056"
tt6613814,nm2349060,"nm9163783,nm7856870,nm3331246,nm5733505,nm2349060,nm9163782"
tt6613952,nm0757507,nm0757507
tt6613958,"nm1775177,nm7146814","nm1775177,nm7146814"
tt6615648,nm5186373,nm5186373
tt6620238,nm8833077,nm8833077
tt6627168,nm0733749,"nm1912565,nm1774379,nm0733749"
tt6628394,nm1206844,nm1206844
tt6643972,nm0425364,"nm0639908,nm7217662,nm3957631,nm1829811,nm17517389"
tt6647564,nm0785164,nm1899712
tt6648932,nm1468487,nm3981016
tt6649794,nm7834624,"nm7834624,nm9057035,nm9057034"
tt6654210,nm0298807,"nm2135380,nm2089442,nm10470545"
tt6654316,nm0271815,nm0945802
tt6659936,nm0584198,"nm1436069,nm0584198"
tt6667360,nm0025435,nm0025435
tt6673612,nm0300866,"nm0300866,nm2287168,nm3096061,nm2411725,nm0517452"
tt6673840,nm1279950,"nm1506266,nm0466614,nm0688239"
tt6676028,nm4364444,nm4364444
tt6684714,nm0233078,nm3996912
tt6692354,nm2141091,"nm2141091,nm6328031,nm6328030"
tt6708044,nm0173101,"nm0173101,nm0305864,nm0649875"
tt6708116,"nm4595176,nm0353108",nm4595176
tt6720298,nm8887397,"nm12947211,nm8887397"
tt6722976,"nm1564617,nm1564649",nm1564617
tt6725014,nm0000005,nm0000005
tt6729000,nm2928364,nm2928364
tt6733446,"nm2564978,nm2543162","nm2564978,nm2543162"
tt6736198,nm1514537,"nm1514537,nm2083354"
tt6739646,"nm2366871,nm1427166","nm2004328,nm6745182"
tt6742252,nm7546166,"nm7546166,nm3764055"
tt6745550,nm0004209,"nm0004209,nm3575047"
tt6747420,nm1636742,"nm8904403,nm2286188,nm1636742"
tt6747818,nm1642229,nm9020851
tt6752848,nm2645944,nm2645944
tt6752992,nm3114621,"nm3114621,nm14510878"
tt6768578,nm0308520,"nm0158323,nm0308520,nm0309979,nm3583024,nm4462605,nm4461870,nm9847292"
tt6769280,nm1577772,nm1577772
tt6772946,nm1862032,nm1862032
tt6772950,nm0905592,"nm0718555,nm3273842,nm1496753,nm0905592"
tt6774212,"nm3109770,nm13444531",nm3109770
tt6774786,nm1543645,"nm1543645,nm0932028"
tt6776462,nm1488024,nm1488024
tt6781982,nm0002700,"nm0366389,nm5183398,nm1830312,nm4002545,nm0831557,nm0357453"
tt6789174,nm0430485,nm1563114
tt6791886,nm0084502,"nm0084502,nm8798881,nm3628491"
tt6814914,nm0309697,nm0309697
tt6816070,nm1653460,"nm9804063,nm1653460,nm7283888"
tt6822518,nm1311238,nm1311238
tt6824530,"nm1316819,nm3632603",\N
tt6826438,nm0788855,"nm6319218,nm2016161,nm0788855"
tt6827430,nm2019956,"nm2019956,nm0766463"
tt6827584,nm2015765,"nm1474787,nm2015765"
tt6834916,nm1561185,nm1561185
tt6836936,nm6682160,"nm6682160,nm10927237,nm7978607,nm4990507,nm16294197,nm9447679"
tt6838918,nm3848723,"nm6233153,nm3848723"
tt6841812,nm6136445,nm6441592
tt6842770,nm0788234,nm0788234
tt6843812,nm0451155,"nm0618898,nm1262451,nm2097520,nm4687862,nm4990507,nm7978607,nm3414188,nm13891296"
tt6848602,nm0831321,nm0396867
tt6849786,"nm0449884,nm4385724","nm0449884,nm6580898,nm4385724,nm8966743,nm8966742"
tt6851066,nm1587808,\N
tt6853580,nm8285859,nm8285859
tt6854672,nm1030782,"nm3206480,nm1058356"
tt6856044,"nm3468427,nm2436790",nm3468427
tt6857040,nm5323274,nm5323274
tt6863784,nm1419055,"nm1419055,nm8649072"
tt6864864,"nm1578836,nm4861887",nm1578836
tt6872436,nm6324277,"nm6324277,nm9967768,nm5253704"
tt6872846,nm4962990,nm4962990
tt6878378,nm2350892,"nm2350892,nm5509805,nm9967768"
tt6883152,nm0001243,"nm0001243,nm0449417"
tt6884200,nm1036574,nm7124870
tt6904062,nm4424420,"nm2320985,nm5371819,nm4631212"
tt6917210,nm3156925,"nm0498066,nm3156925"
tt6923462,nm0201903,"nm16801962,nm0201903"
tt6932874,nm0569891,"nm0567112,nm0569891,nm2807682"
tt6937368,nm5121513,"nm5121513,nm10374998"
tt6951892,"nm3147478,nm0754817","nm3443044,nm3201041,nm2433904,nm2295482"
